topic,variable,discipline,location,value
education,funding_lq,Social Sciences,Caerphilly,0.0
electronics_transistors,funding_lq,Engineering and Technology,Caerphilly,3.746770358474514
energy_environmental,funding_lq,Engineering and Technology,Caerphilly,1.5123330647266868
energy_transport_technology,funding_lq,Engineering and Technology,Caerphilly,0.4020520099503863
environment,funding_lq,Social Sciences,Caerphilly,0.0
environmental_policy,funding_lq,Environmental Sciences,Caerphilly,4.097623281128147
epidemiology_immunology,funding_lq,Life Sciences,Caerphilly,0.0
evidence_for_policy,funding_lq,Social Sciences,Caerphilly,6.3925984967426555
experiments,funding_lq,Medical Science,Caerphilly,0.0
gender_sexuality,funding_lq,Social Sciences,Caerphilly,0.0
genetics,funding_lq,Medical Science,Caerphilly,0.0
geology,funding_lq,Environmental Sciences,Caerphilly,0.0
health_interventions_policy,funding_lq,Medical Science,Caerphilly,0.0
health_social_issues,funding_lq,Arts and Humanities,Caerphilly,0.0
hidrology,funding_lq,Environmental Sciences,Caerphilly,32.26403967391399
imaging,funding_lq,Life Sciences,Caerphilly,0.0
industrial_application,funding_lq,Life Sciences,Caerphilly,0.0
ionisation_plasma,funding_lq,Engineering and Technology,Caerphilly,0.0
law,funding_lq,Social Sciences,Caerphilly,0.0
linguistics,funding_lq,Arts and Humanities,Caerphilly,0.0
literature,funding_lq,Arts and Humanities,Caerphilly,0.0
management,funding_lq,Social Sciences,Caerphilly,0.0
materials,funding_lq,Engineering and Technology,Caerphilly,0.0
mathematics,funding_lq,Mathematics and Computing,Caerphilly,1.060511552060148
media_performance,funding_lq,Arts and Humanities,Caerphilly,0.0
medieval_modern_history,funding_lq,Arts and Humanities,Caerphilly,0.0
migration_colonial_history,funding_lq,Arts and Humanities,Caerphilly,0.0
military_history,funding_lq,Arts and Humanities,Caerphilly,0.0
minerals_fuels,funding_lq,Environmental Sciences,Caerphilly,0.0
modelling_&_sensors,funding_lq,Environmental Sciences,Caerphilly,0.0
modelling_measurement,funding_lq,Mathematics and Computing,Caerphilly,1.9819802796129968
networks,funding_lq,Mathematics and Computing,Caerphilly,2.434117389409177
neurology,funding_lq,Medical Science,Caerphilly,0.0
neuroscience,funding_lq,Life Sciences,Caerphilly,0.0
nutrition_health,funding_lq,Life Sciences,Caerphilly,0.0
obesity_metabolism,funding_lq,Medical Science,Caerphilly,0.0
particle_physics,funding_lq,Physics,Caerphilly,0.0
philosophy,funding_lq,Arts and Humanities,Caerphilly,0.0
photonics_imaging_quantum,funding_lq,Engineering and Technology,Caerphilly,0.5706802049903372
political_history,funding_lq,Arts and Humanities,Caerphilly,0.0
prosthetics_robotics_health,funding_lq,Engineering and Technology,Caerphilly,0.0
psychiatry_mental_health,funding_lq,Medical Science,Caerphilly,0.0
psychology,funding_lq,Social Sciences,Caerphilly,0.0
public_engagement_infrastructure,funding_lq,Physics,Caerphilly,0.0
reproduction_fertility,funding_lq,Medical Science,Caerphilly,0.0
respiratory_system,funding_lq,Medical Science,Caerphilly,0.0
robotics_cybernetics,funding_lq,Mathematics and Computing,Caerphilly,0.0
security,funding_lq,Engineering and Technology,Caerphilly,2.1625911390109
sensors_data_telescopy,funding_lq,Physics,Caerphilly,0.0
social_care,funding_lq,Social Sciences,Caerphilly,0.0
social_history,funding_lq,Arts and Humanities,Caerphilly,0.0
social_history_identity,funding_lq,Arts and Humanities,Caerphilly,0.0
sociology,funding_lq,Social Sciences,Caerphilly,0.0
statistics_data_analysis,funding_lq,Mathematics and Computing,Caerphilly,4.082074612834034
surgert_cardiology,funding_lq,Medical Science,Caerphilly,0.0
systems_infrastructure,funding_lq,Engineering and Technology,Caerphilly,1.323381350206324
theoretical_physics,funding_lq,Physics,Caerphilly,0.0
transport_communications,funding_lq,Mathematics and Computing,Caerphilly,4.140160540020486
visual,funding_lq,Arts and Humanities,Caerphilly,0.23110216612765486
ageing,funding_total,Medical Science,Caerphilly,0.0
agriculture_plant_biology_entomology,funding_total,Life Sciences,Caerphilly,0.0
applications_devices_users,funding_total,Mathematics and Computing,Caerphilly,1568235.0
archaeology,funding_total,Arts and Humanities,Caerphilly,0.0
architecture_spatial,funding_total,Arts and Humanities,Caerphilly,0.0
astronomy,funding_total,Physics,Caerphilly,0.0
astrophysics,funding_total,Physics,Caerphilly,0.0
bio_informatics,funding_total,Life Sciences,Caerphilly,0.0
biopharmaceuticals,funding_total,Life Sciences,Caerphilly,0.0
bones_muscles,funding_total,Life Sciences,Caerphilly,0.0
carbon_greenhouse_pollution,funding_total,Environmental Sciences,Caerphilly,303497.0
cells_cancer,funding_total,Medical Science,Caerphilly,0.0
cellular_biology_cancer,funding_total,Life Sciences,Caerphilly,0.0
chemistry_biochemistry,funding_total,Engineering and Technology,Caerphilly,390057.0
classic_religious_history,funding_total,Arts and Humanities,Caerphilly,0.0
climate_science,funding_total,Environmental Sciences,Caerphilly,0.0
cognition_&_audio,funding_total,Mathematics and Computing,Caerphilly,0.0
computer_science,funding_total,Mathematics and Computing,Caerphilly,0.0
computer_vision,funding_total,Mathematics and Computing,Caerphilly,730878.0
cosmology,funding_total,Physics,Caerphilly,0.0
criminology_violence,funding_total,Social Sciences,Caerphilly,0.0
cyber_security,funding_total,Mathematics and Computing,Caerphilly,0.0
data_methods,funding_total,Medical Science,Caerphilly,0.0
design_&_heritage,funding_total,Arts and Humanities,Caerphilly,1978692.0
development_studies,funding_total,Social Sciences,Caerphilly,0.0
disease_infection_health,funding_total,Medical Science,Caerphilly,0.0
drug_tests,funding_total,Medical Science,Caerphilly,0.0
economics,funding_total,Social Sciences,Caerphilly,0.0
ecosystems,funding_total,Environmental Sciences,Caerphilly,97561.0
education,funding_total,Social Sciences,Caerphilly,0.0
electronics_transistors,funding_total,Engineering and Technology,Caerphilly,2614946.0
energy_environmental,funding_total,Engineering and Technology,Caerphilly,2364967.0
energy_transport_technology,funding_total,Engineering and Technology,Caerphilly,392616.0
environment,funding_total,Social Sciences,Caerphilly,0.0
environmental_policy,funding_total,Environmental Sciences,Caerphilly,5563091.0
epidemiology_immunology,funding_total,Life Sciences,Caerphilly,0.0
evidence_for_policy,funding_total,Social Sciences,Caerphilly,3962860.0
experiments,funding_total,Medical Science,Caerphilly,0.0
gender_sexuality,funding_total,Social Sciences,Caerphilly,0.0
genetics,funding_total,Medical Science,Caerphilly,0.0
geology,funding_total,Environmental Sciences,Caerphilly,0.0
health_interventions_policy,funding_total,Medical Science,Caerphilly,0.0
health_social_issues,funding_total,Arts and Humanities,Caerphilly,0.0
hidrology,funding_total,Environmental Sciences,Caerphilly,2379750.0
imaging,funding_total,Life Sciences,Caerphilly,0.0
industrial_application,funding_total,Life Sciences,Caerphilly,0.0
ionisation_plasma,funding_total,Engineering and Technology,Caerphilly,0.0
law,funding_total,Social Sciences,Caerphilly,0.0
linguistics,funding_total,Arts and Humanities,Caerphilly,0.0
literature,funding_total,Arts and Humanities,Caerphilly,0.0
management,funding_total,Social Sciences,Caerphilly,0.0
materials,funding_total,Engineering and Technology,Caerphilly,0.0
mathematics,funding_total,Mathematics and Computing,Caerphilly,525525.0
media_performance,funding_total,Arts and Humanities,Caerphilly,0.0
medieval_modern_history,funding_total,Arts and Humanities,Caerphilly,0.0
migration_colonial_history,funding_total,Arts and Humanities,Caerphilly,0.0
military_history,funding_total,Arts and Humanities,Caerphilly,0.0
minerals_fuels,funding_total,Environmental Sciences,Caerphilly,0.0
modelling_&_sensors,funding_total,Environmental Sciences,Caerphilly,0.0
modelling_measurement,funding_total,Mathematics and Computing,Caerphilly,1265255.0
networks,funding_total,Mathematics and Computing,Caerphilly,1146168.0
neurology,funding_total,Medical Science,Caerphilly,0.0
neuroscience,funding_total,Life Sciences,Caerphilly,0.0
nutrition_health,funding_total,Life Sciences,Caerphilly,0.0
obesity_metabolism,funding_total,Medical Science,Caerphilly,0.0
particle_physics,funding_total,Physics,Caerphilly,0.0
philosophy,funding_total,Arts and Humanities,Caerphilly,0.0
photonics_imaging_quantum,funding_total,Engineering and Technology,Caerphilly,881848.0
political_history,funding_total,Arts and Humanities,Caerphilly,0.0
prosthetics_robotics_health,funding_total,Engineering and Technology,Caerphilly,0.0
psychiatry_mental_health,funding_total,Medical Science,Caerphilly,0.0
psychology,funding_total,Social Sciences,Caerphilly,0.0
public_engagement_infrastructure,funding_total,Physics,Caerphilly,0.0
reproduction_fertility,funding_total,Medical Science,Caerphilly,0.0
respiratory_system,funding_total,Medical Science,Caerphilly,0.0
robotics_cybernetics,funding_total,Mathematics and Computing,Caerphilly,0.0
security,funding_total,Engineering and Technology,Caerphilly,401335.0
sensors_data_telescopy,funding_total,Physics,Caerphilly,0.0
social_care,funding_total,Social Sciences,Caerphilly,0.0
social_history,funding_total,Arts and Humanities,Caerphilly,0.0
social_history_identity,funding_total,Arts and Humanities,Caerphilly,0.0
sociology,funding_total,Social Sciences,Caerphilly,0.0
statistics_data_analysis,funding_total,Mathematics and Computing,Caerphilly,871215.0
surgert_cardiology,funding_total,Medical Science,Caerphilly,0.0
systems_infrastructure,funding_total,Engineering and Technology,Caerphilly,8097875.0
theoretical_physics,funding_total,Physics,Caerphilly,0.0
transport_communications,funding_total,Mathematics and Computing,Caerphilly,1978692.0
visual,funding_total,Arts and Humanities,Caerphilly,171495.0
ageing,count_lq,Medical Science,Blaenau Gwent,0.0
agriculture_plant_biology_entomology,count_lq,Life Sciences,Blaenau Gwent,0.0
applications_devices_users,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
archaeology,count_lq,Arts and Humanities,Blaenau Gwent,0.0
architecture_spatial,count_lq,Arts and Humanities,Blaenau Gwent,0.0
astronomy,count_lq,Physics,Blaenau Gwent,0.0
astrophysics,count_lq,Physics,Blaenau Gwent,0.0
bio_informatics,count_lq,Life Sciences,Blaenau Gwent,0.0
biopharmaceuticals,count_lq,Life Sciences,Blaenau Gwent,0.0
bones_muscles,count_lq,Life Sciences,Blaenau Gwent,0.0
carbon_greenhouse_pollution,count_lq,Environmental Sciences,Blaenau Gwent,0.0
cells_cancer,count_lq,Medical Science,Blaenau Gwent,0.0
cellular_biology_cancer,count_lq,Life Sciences,Blaenau Gwent,0.0
chemistry_biochemistry,count_lq,Engineering and Technology,Blaenau Gwent,0.0
classic_religious_history,count_lq,Arts and Humanities,Blaenau Gwent,0.0
climate_science,count_lq,Environmental Sciences,Blaenau Gwent,0.0
cognition_&_audio,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
computer_science,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
computer_vision,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
cosmology,count_lq,Physics,Blaenau Gwent,0.0
criminology_violence,count_lq,Social Sciences,Blaenau Gwent,0.0
cyber_security,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
data_methods,count_lq,Medical Science,Blaenau Gwent,0.0
design_&_heritage,count_lq,Arts and Humanities,Blaenau Gwent,0.0
development_studies,count_lq,Social Sciences,Blaenau Gwent,0.0
disease_infection_health,count_lq,Medical Science,Blaenau Gwent,0.0
drug_tests,count_lq,Medical Science,Blaenau Gwent,0.0
economics,count_lq,Social Sciences,Blaenau Gwent,9.34860664523044
ecosystems,count_lq,Environmental Sciences,Blaenau Gwent,0.0
education,count_lq,Social Sciences,Blaenau Gwent,0.0
electronics_transistors,count_lq,Engineering and Technology,Blaenau Gwent,0.0
energy_environmental,count_lq,Engineering and Technology,Blaenau Gwent,7.879177958446252
energy_transport_technology,count_lq,Engineering and Technology,Blaenau Gwent,7.611038394415357
environment,count_lq,Social Sciences,Blaenau Gwent,0.0
environmental_policy,count_lq,Environmental Sciences,Blaenau Gwent,0.0
epidemiology_immunology,count_lq,Life Sciences,Blaenau Gwent,0.0
evidence_for_policy,count_lq,Social Sciences,Blaenau Gwent,5.618196457326891
experiments,count_lq,Medical Science,Blaenau Gwent,0.0
gender_sexuality,count_lq,Social Sciences,Blaenau Gwent,0.0
genetics,count_lq,Medical Science,Blaenau Gwent,0.0
geology,count_lq,Environmental Sciences,Blaenau Gwent,0.0
health_interventions_policy,count_lq,Medical Science,Blaenau Gwent,0.0
health_social_issues,count_lq,Arts and Humanities,Blaenau Gwent,0.0
hidrology,count_lq,Environmental Sciences,Blaenau Gwent,0.0
imaging,count_lq,Life Sciences,Blaenau Gwent,0.0
industrial_application,count_lq,Life Sciences,Blaenau Gwent,0.0
ionisation_plasma,count_lq,Engineering and Technology,Blaenau Gwent,0.0
law,count_lq,Social Sciences,Blaenau Gwent,0.0
linguistics,count_lq,Arts and Humanities,Blaenau Gwent,0.0
literature,count_lq,Arts and Humanities,Blaenau Gwent,0.0
management,count_lq,Social Sciences,Blaenau Gwent,0.0
materials,count_lq,Engineering and Technology,Blaenau Gwent,0.0
mathematics,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
media_performance,count_lq,Arts and Humanities,Blaenau Gwent,0.0
medieval_modern_history,count_lq,Arts and Humanities,Blaenau Gwent,0.0
migration_colonial_history,count_lq,Arts and Humanities,Blaenau Gwent,0.0
military_history,count_lq,Arts and Humanities,Blaenau Gwent,0.0
minerals_fuels,count_lq,Environmental Sciences,Blaenau Gwent,0.0
modelling_&_sensors,count_lq,Environmental Sciences,Blaenau Gwent,0.0
modelling_measurement,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
networks,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
neurology,count_lq,Medical Science,Blaenau Gwent,0.0
neuroscience,count_lq,Life Sciences,Blaenau Gwent,0.0
nutrition_health,count_lq,Life Sciences,Blaenau Gwent,0.0
obesity_metabolism,count_lq,Medical Science,Blaenau Gwent,0.0
particle_physics,count_lq,Physics,Blaenau Gwent,0.0
philosophy,count_lq,Arts and Humanities,Blaenau Gwent,0.0
photonics_imaging_quantum,count_lq,Engineering and Technology,Blaenau Gwent,0.0
political_history,count_lq,Arts and Humanities,Blaenau Gwent,0.0
prosthetics_robotics_health,count_lq,Engineering and Technology,Blaenau Gwent,0.0
psychiatry_mental_health,count_lq,Medical Science,Blaenau Gwent,0.0
psychology,count_lq,Social Sciences,Blaenau Gwent,0.0
public_engagement_infrastructure,count_lq,Physics,Blaenau Gwent,0.0
reproduction_fertility,count_lq,Medical Science,Blaenau Gwent,0.0
respiratory_system,count_lq,Medical Science,Blaenau Gwent,0.0
robotics_cybernetics,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
security,count_lq,Engineering and Technology,Blaenau Gwent,0.0
sensors_data_telescopy,count_lq,Physics,Blaenau Gwent,0.0
social_care,count_lq,Social Sciences,Blaenau Gwent,0.0
social_history,count_lq,Arts and Humanities,Blaenau Gwent,3.066895218002813
social_history_identity,count_lq,Arts and Humanities,Blaenau Gwent,0.0
sociology,count_lq,Social Sciences,Blaenau Gwent,9.439664502164502
statistics_data_analysis,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
surgert_cardiology,count_lq,Medical Science,Blaenau Gwent,0.0
systems_infrastructure,count_lq,Engineering and Technology,Blaenau Gwent,2.9819658119658117
theoretical_physics,count_lq,Physics,Blaenau Gwent,0.0
transport_communications,count_lq,Mathematics and Computing,Blaenau Gwent,0.0
visual,count_lq,Arts and Humanities,Blaenau Gwent,0.0
ageing,count_total,Medical Science,Blaenau Gwent,0.0
agriculture_plant_biology_entomology,count_total,Life Sciences,Blaenau Gwent,0.0
applications_devices_users,count_total,Mathematics and Computing,Blaenau Gwent,0.0
archaeology,count_total,Arts and Humanities,Blaenau Gwent,0.0
architecture_spatial,count_total,Arts and Humanities,Blaenau Gwent,0.0
astronomy,count_total,Physics,Blaenau Gwent,0.0
astrophysics,count_total,Physics,Blaenau Gwent,0.0
bio_informatics,count_total,Life Sciences,Blaenau Gwent,0.0
biopharmaceuticals,count_total,Life Sciences,Blaenau Gwent,0.0
bones_muscles,count_total,Life Sciences,Blaenau Gwent,0.0
carbon_greenhouse_pollution,count_total,Environmental Sciences,Blaenau Gwent,0.0
cells_cancer,count_total,Medical Science,Blaenau Gwent,0.0
cellular_biology_cancer,count_total,Life Sciences,Blaenau Gwent,0.0
chemistry_biochemistry,count_total,Engineering and Technology,Blaenau Gwent,0.0
classic_religious_history,count_total,Arts and Humanities,Blaenau Gwent,0.0
climate_science,count_total,Environmental Sciences,Blaenau Gwent,0.0
cognition_&_audio,count_total,Mathematics and Computing,Blaenau Gwent,0.0
computer_science,count_total,Mathematics and Computing,Blaenau Gwent,0.0
computer_vision,count_total,Mathematics and Computing,Blaenau Gwent,0.0
cosmology,count_total,Physics,Blaenau Gwent,0.0
criminology_violence,count_total,Social Sciences,Blaenau Gwent,0.0
cyber_security,count_total,Mathematics and Computing,Blaenau Gwent,0.0
data_methods,count_total,Medical Science,Blaenau Gwent,0.0
design_&_heritage,count_total,Arts and Humanities,Blaenau Gwent,0.0
development_studies,count_total,Social Sciences,Blaenau Gwent,0.0
disease_infection_health,count_total,Medical Science,Blaenau Gwent,0.0
drug_tests,count_total,Medical Science,Blaenau Gwent,0.0
economics,count_total,Social Sciences,Blaenau Gwent,1.0
ecosystems,count_total,Environmental Sciences,Blaenau Gwent,0.0
education,count_total,Social Sciences,Blaenau Gwent,0.0
electronics_transistors,count_total,Engineering and Technology,Blaenau Gwent,0.0
energy_environmental,count_total,Engineering and Technology,Blaenau Gwent,3.0
energy_transport_technology,count_total,Engineering and Technology,Blaenau Gwent,2.0
environment,count_total,Social Sciences,Blaenau Gwent,0.0
environmental_policy,count_total,Environmental Sciences,Blaenau Gwent,0.0
epidemiology_immunology,count_total,Life Sciences,Blaenau Gwent,0.0
evidence_for_policy,count_total,Social Sciences,Blaenau Gwent,1.0
experiments,count_total,Medical Science,Blaenau Gwent,0.0
gender_sexuality,count_total,Social Sciences,Blaenau Gwent,0.0
genetics,count_total,Medical Science,Blaenau Gwent,0.0
geology,count_total,Environmental Sciences,Blaenau Gwent,0.0
health_interventions_policy,count_total,Medical Science,Blaenau Gwent,0.0
health_social_issues,count_total,Arts and Humanities,Blaenau Gwent,0.0
hidrology,count_total,Environmental Sciences,Blaenau Gwent,0.0
imaging,count_total,Life Sciences,Blaenau Gwent,0.0
industrial_application,count_total,Life Sciences,Blaenau Gwent,0.0
ionisation_plasma,count_total,Engineering and Technology,Blaenau Gwent,0.0
law,count_total,Social Sciences,Blaenau Gwent,0.0
linguistics,count_total,Arts and Humanities,Blaenau Gwent,0.0
literature,count_total,Arts and Humanities,Blaenau Gwent,0.0
management,count_total,Social Sciences,Blaenau Gwent,0.0
materials,count_total,Engineering and Technology,Blaenau Gwent,0.0
mathematics,count_total,Mathematics and Computing,Blaenau Gwent,0.0
media_performance,count_total,Arts and Humanities,Blaenau Gwent,0.0
medieval_modern_history,count_total,Arts and Humanities,Blaenau Gwent,0.0
migration_colonial_history,count_total,Arts and Humanities,Blaenau Gwent,0.0
military_history,count_total,Arts and Humanities,Blaenau Gwent,0.0
minerals_fuels,count_total,Environmental Sciences,Blaenau Gwent,0.0
modelling_&_sensors,count_total,Environmental Sciences,Blaenau Gwent,0.0
modelling_measurement,count_total,Mathematics and Computing,Blaenau Gwent,0.0
networks,count_total,Mathematics and Computing,Blaenau Gwent,0.0
neurology,count_total,Medical Science,Blaenau Gwent,0.0
neuroscience,count_total,Life Sciences,Blaenau Gwent,0.0
nutrition_health,count_total,Life Sciences,Blaenau Gwent,0.0
obesity_metabolism,count_total,Medical Science,Blaenau Gwent,0.0
particle_physics,count_total,Physics,Blaenau Gwent,0.0
philosophy,count_total,Arts and Humanities,Blaenau Gwent,0.0
photonics_imaging_quantum,count_total,Engineering and Technology,Blaenau Gwent,0.0
political_history,count_total,Arts and Humanities,Blaenau Gwent,0.0
prosthetics_robotics_health,count_total,Engineering and Technology,Blaenau Gwent,0.0
psychiatry_mental_health,count_total,Medical Science,Blaenau Gwent,0.0
psychology,count_total,Social Sciences,Blaenau Gwent,0.0
public_engagement_infrastructure,count_total,Physics,Blaenau Gwent,0.0
reproduction_fertility,count_total,Medical Science,Blaenau Gwent,0.0
respiratory_system,count_total,Medical Science,Blaenau Gwent,0.0
robotics_cybernetics,count_total,Mathematics and Computing,Blaenau Gwent,0.0
security,count_total,Engineering and Technology,Blaenau Gwent,0.0
sensors_data_telescopy,count_total,Physics,Blaenau Gwent,0.0
social_care,count_total,Social Sciences,Blaenau Gwent,0.0
social_history,count_total,Arts and Humanities,Blaenau Gwent,1.0
social_history_identity,count_total,Arts and Humanities,Blaenau Gwent,0.0
sociology,count_total,Social Sciences,Blaenau Gwent,1.0
statistics_data_analysis,count_total,Mathematics and Computing,Blaenau Gwent,0.0
surgert_cardiology,count_total,Medical Science,Blaenau Gwent,0.0
systems_infrastructure,count_total,Engineering and Technology,Blaenau Gwent,3.0
theoretical_physics,count_total,Physics,Blaenau Gwent,0.0
transport_communications,count_total,Mathematics and Computing,Blaenau Gwent,0.0
visual,count_total,Arts and Humanities,Blaenau Gwent,0.0
ageing,funding_lq,Medical Science,Blaenau Gwent,0.0
agriculture_plant_biology_entomology,funding_lq,Life Sciences,Blaenau Gwent,0.0
applications_devices_users,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
archaeology,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
architecture_spatial,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
astronomy,funding_lq,Physics,Blaenau Gwent,0.0
astrophysics,funding_lq,Physics,Blaenau Gwent,0.0
bio_informatics,funding_lq,Life Sciences,Blaenau Gwent,0.0
biopharmaceuticals,funding_lq,Life Sciences,Blaenau Gwent,0.0
bones_muscles,funding_lq,Life Sciences,Blaenau Gwent,0.0
carbon_greenhouse_pollution,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
cells_cancer,funding_lq,Medical Science,Blaenau Gwent,0.0
cellular_biology_cancer,funding_lq,Life Sciences,Blaenau Gwent,0.0
chemistry_biochemistry,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
classic_religious_history,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
climate_science,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
cognition_&_audio,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
computer_science,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
computer_vision,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
cosmology,funding_lq,Physics,Blaenau Gwent,0.0
criminology_violence,funding_lq,Social Sciences,Blaenau Gwent,0.0
cyber_security,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
data_methods,funding_lq,Medical Science,Blaenau Gwent,0.0
design_&_heritage,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
development_studies,funding_lq,Social Sciences,Blaenau Gwent,0.0
disease_infection_health,funding_lq,Medical Science,Blaenau Gwent,0.0
drug_tests,funding_lq,Medical Science,Blaenau Gwent,0.0
economics,funding_lq,Social Sciences,Blaenau Gwent,17.506084231936377
ecosystems,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
education,funding_lq,Social Sciences,Blaenau Gwent,0.0
electronics_transistors,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
energy_environmental,funding_lq,Engineering and Technology,Blaenau Gwent,5.7888339581109385
energy_transport_technology,funding_lq,Engineering and Technology,Blaenau Gwent,6.6591067597025715
environment,funding_lq,Social Sciences,Blaenau Gwent,0.0
environmental_policy,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
epidemiology_immunology,funding_lq,Life Sciences,Blaenau Gwent,0.0
evidence_for_policy,funding_lq,Social Sciences,Blaenau Gwent,5.661564424176264
experiments,funding_lq,Medical Science,Blaenau Gwent,0.0
gender_sexuality,funding_lq,Social Sciences,Blaenau Gwent,0.0
genetics,funding_lq,Medical Science,Blaenau Gwent,0.0
geology,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
health_interventions_policy,funding_lq,Medical Science,Blaenau Gwent,0.0
health_social_issues,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
hidrology,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
imaging,funding_lq,Life Sciences,Blaenau Gwent,0.0
industrial_application,funding_lq,Life Sciences,Blaenau Gwent,0.0
ionisation_plasma,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
law,funding_lq,Social Sciences,Blaenau Gwent,0.0
linguistics,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
literature,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
management,funding_lq,Social Sciences,Blaenau Gwent,0.0
materials,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
mathematics,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
media_performance,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
medieval_modern_history,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
migration_colonial_history,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
military_history,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
minerals_fuels,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
modelling_&_sensors,funding_lq,Environmental Sciences,Blaenau Gwent,0.0
modelling_measurement,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
networks,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
neurology,funding_lq,Medical Science,Blaenau Gwent,0.0
neuroscience,funding_lq,Life Sciences,Blaenau Gwent,0.0
nutrition_health,funding_lq,Life Sciences,Blaenau Gwent,0.0
obesity_metabolism,funding_lq,Medical Science,Blaenau Gwent,0.0
particle_physics,funding_lq,Physics,Blaenau Gwent,0.0
philosophy,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
photonics_imaging_quantum,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
political_history,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
prosthetics_robotics_health,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
psychiatry_mental_health,funding_lq,Medical Science,Blaenau Gwent,0.0
psychology,funding_lq,Social Sciences,Blaenau Gwent,0.0
public_engagement_infrastructure,funding_lq,Physics,Blaenau Gwent,0.0
reproduction_fertility,funding_lq,Medical Science,Blaenau Gwent,0.0
respiratory_system,funding_lq,Medical Science,Blaenau Gwent,0.0
robotics_cybernetics,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
security,funding_lq,Engineering and Technology,Blaenau Gwent,0.0
sensors_data_telescopy,funding_lq,Physics,Blaenau Gwent,0.0
social_care,funding_lq,Social Sciences,Blaenau Gwent,0.0
social_history,funding_lq,Arts and Humanities,Blaenau Gwent,3.7383029974694812
social_history_identity,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
sociology,funding_lq,Social Sciences,Blaenau Gwent,32.66185630505043
statistics_data_analysis,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
surgert_cardiology,funding_lq,Medical Science,Blaenau Gwent,0.0
systems_infrastructure,funding_lq,Engineering and Technology,Blaenau Gwent,1.4793899767178145
theoretical_physics,funding_lq,Physics,Blaenau Gwent,0.0
transport_communications,funding_lq,Mathematics and Computing,Blaenau Gwent,0.0
visual,funding_lq,Arts and Humanities,Blaenau Gwent,0.0
ageing,funding_total,Medical Science,Blaenau Gwent,0.0
agriculture_plant_biology_entomology,funding_total,Life Sciences,Blaenau Gwent,0.0
applications_devices_users,funding_total,Mathematics and Computing,Blaenau Gwent,0.0
archaeology,funding_total,Arts and Humanities,Blaenau Gwent,0.0
architecture_spatial,funding_total,Arts and Humanities,Blaenau Gwent,0.0
astronomy,funding_total,Physics,Blaenau Gwent,0.0
astrophysics,funding_total,Physics,Blaenau Gwent,0.0
bio_informatics,funding_total,Life Sciences,Blaenau Gwent,0.0
biopharmaceuticals,funding_total,Life Sciences,Blaenau Gwent,0.0
bones_muscles,funding_total,Life Sciences,Blaenau Gwent,0.0
carbon_greenhouse_pollution,funding_total,Environmental Sciences,Blaenau Gwent,0.0
cells_cancer,funding_total,Medical Science,Blaenau Gwent,0.0
