,research_topic,metric,discipline,year,location,value
40099,economics,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40100,ecosystems,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40101,education,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40102,electronics_transistors,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40103,energy_environmental,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40104,energy_transport_technology,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40105,environment,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40106,environmental_policy,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40107,epidemiology_immunology,funding_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40108,evidence_for_policy,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40109,experiments,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40110,gender_sexuality,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40111,genetics,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40112,geology,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40113,health_interventions_policy,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40114,health_social_issues,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40115,hidrology,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40116,imaging,funding_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40117,industrial_application,funding_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40118,ionisation_plasma,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40119,law,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40120,linguistics,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40121,literature,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40122,management,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40123,materials,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40124,mathematics,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40125,media_performance,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40126,medieval_modern_history,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40127,migration_colonial_history,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40128,military_history,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40129,minerals_fuels,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40130,modelling_&_sensors,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40131,modelling_measurement,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40132,networks,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40133,neurology,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40134,neuroscience,funding_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40135,nutrition_health,funding_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40136,obesity_metabolism,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40137,particle_physics,funding_lq,Physics,2015_2016,Monmouthshire,0.0
40138,philosophy,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40139,photonics_imaging_quantum,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40140,political_history,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40141,prosthetics_robotics_health,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40142,psychiatry_mental_health,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40143,psychology,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40144,public_engagement_infrastructure,funding_lq,Physics,2015_2016,Monmouthshire,0.0
40145,reproduction_fertility,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40146,respiratory_system,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40147,robotics_cybernetics,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40148,security,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40149,sensors_data_telescopy,funding_lq,Physics,2015_2016,Monmouthshire,0.0
40150,social_care,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40151,social_history,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40152,social_history_identity,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40153,sociology,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40154,statistics_data_analysis,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40155,surgert_cardiology,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40156,systems_infrastructure,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40157,theoretical_physics,funding_lq,Physics,2015_2016,Monmouthshire,0.0
40158,transport_communications,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40159,visual,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40160,Arts and Humanities,count_total,Arts and Humanities,2007_2008,Monmouthshire,0.0
40161,Engineering and Technology,count_total,Engineering and Technology,2007_2008,Monmouthshire,0.0
40162,Environmental Sciences,count_total,Environmental Sciences,2007_2008,Monmouthshire,0.0
40163,Life Sciences,count_total,Life Sciences,2007_2008,Monmouthshire,0.0
40164,Mathematics and Computing,count_total,Mathematics and Computing,2007_2008,Monmouthshire,0.0
40165,Medical Science,count_total,Medical Science,2007_2008,Monmouthshire,0.0
40166,Physics,count_total,Physics,2007_2008,Monmouthshire,0.0
40167,Social Sciences,count_total,Social Sciences,2007_2008,Monmouthshire,0.0
40168,Arts and Humanities,count_lq,Arts and Humanities,2007_2008,Monmouthshire,0.0
40169,Engineering and Technology,count_lq,Engineering and Technology,2007_2008,Monmouthshire,0.0
40170,Environmental Sciences,count_lq,Environmental Sciences,2007_2008,Monmouthshire,0.0
40171,Life Sciences,count_lq,Life Sciences,2007_2008,Monmouthshire,0.0
40172,Mathematics and Computing,count_lq,Mathematics and Computing,2007_2008,Monmouthshire,0.0
40173,Medical Science,count_lq,Medical Science,2007_2008,Monmouthshire,0.0
40174,Physics,count_lq,Physics,2007_2008,Monmouthshire,0.0
40175,Social Sciences,count_lq,Social Sciences,2007_2008,Monmouthshire,0.0
40176,Arts and Humanities,funding_total,Arts and Humanities,2007_2008,Monmouthshire,0.0
40177,Engineering and Technology,funding_total,Engineering and Technology,2007_2008,Monmouthshire,0.0
40178,Environmental Sciences,funding_total,Environmental Sciences,2007_2008,Monmouthshire,0.0
40179,Life Sciences,funding_total,Life Sciences,2007_2008,Monmouthshire,0.0
40180,Mathematics and Computing,funding_total,Mathematics and Computing,2007_2008,Monmouthshire,0.0
40181,Medical Science,funding_total,Medical Science,2007_2008,Monmouthshire,0.0
40182,Physics,funding_total,Physics,2007_2008,Monmouthshire,0.0
40183,Social Sciences,funding_total,Social Sciences,2007_2008,Monmouthshire,0.0
40184,Arts and Humanities,funding_lq,Arts and Humanities,2007_2008,Monmouthshire,0.0
40185,Engineering and Technology,funding_lq,Engineering and Technology,2007_2008,Monmouthshire,0.0
40186,Environmental Sciences,funding_lq,Environmental Sciences,2007_2008,Monmouthshire,0.0
40187,Life Sciences,funding_lq,Life Sciences,2007_2008,Monmouthshire,0.0
40188,Mathematics and Computing,funding_lq,Mathematics and Computing,2007_2008,Monmouthshire,0.0
40189,Medical Science,funding_lq,Medical Science,2007_2008,Monmouthshire,0.0
40190,Physics,funding_lq,Physics,2007_2008,Monmouthshire,0.0
40191,Social Sciences,funding_lq,Social Sciences,2007_2008,Monmouthshire,0.0
40192,Arts and Humanities,count_total,Arts and Humanities,2009_2010,Monmouthshire,0.0
40193,Engineering and Technology,count_total,Engineering and Technology,2009_2010,Monmouthshire,0.0
40194,Environmental Sciences,count_total,Environmental Sciences,2009_2010,Monmouthshire,0.0
40195,Life Sciences,count_total,Life Sciences,2009_2010,Monmouthshire,0.0
40196,Mathematics and Computing,count_total,Mathematics and Computing,2009_2010,Monmouthshire,0.0
40197,Medical Science,count_total,Medical Science,2009_2010,Monmouthshire,0.0
40198,Physics,count_total,Physics,2009_2010,Monmouthshire,0.0
40199,Social Sciences,count_total,Social Sciences,2009_2010,Monmouthshire,0.0
40200,Arts and Humanities,count_lq,Arts and Humanities,2009_2010,Monmouthshire,0.0
40201,Engineering and Technology,count_lq,Engineering and Technology,2009_2010,Monmouthshire,0.0
40202,Environmental Sciences,count_lq,Environmental Sciences,2009_2010,Monmouthshire,0.0
40203,Life Sciences,count_lq,Life Sciences,2009_2010,Monmouthshire,0.0
40204,Mathematics and Computing,count_lq,Mathematics and Computing,2009_2010,Monmouthshire,0.0
40205,Medical Science,count_lq,Medical Science,2009_2010,Monmouthshire,0.0
40206,Physics,count_lq,Physics,2009_2010,Monmouthshire,0.0
40207,Social Sciences,count_lq,Social Sciences,2009_2010,Monmouthshire,0.0
40208,Arts and Humanities,funding_total,Arts and Humanities,2009_2010,Monmouthshire,0.0
40209,Engineering and Technology,funding_total,Engineering and Technology,2009_2010,Monmouthshire,0.0
40210,Environmental Sciences,funding_total,Environmental Sciences,2009_2010,Monmouthshire,0.0
40211,Life Sciences,funding_total,Life Sciences,2009_2010,Monmouthshire,0.0
40212,Mathematics and Computing,funding_total,Mathematics and Computing,2009_2010,Monmouthshire,0.0
40213,Medical Science,funding_total,Medical Science,2009_2010,Monmouthshire,0.0
40214,Physics,funding_total,Physics,2009_2010,Monmouthshire,0.0
40215,Social Sciences,funding_total,Social Sciences,2009_2010,Monmouthshire,0.0
40216,Arts and Humanities,funding_lq,Arts and Humanities,2009_2010,Monmouthshire,0.0
40217,Engineering and Technology,funding_lq,Engineering and Technology,2009_2010,Monmouthshire,0.0
40218,Environmental Sciences,funding_lq,Environmental Sciences,2009_2010,Monmouthshire,0.0
40219,Life Sciences,funding_lq,Life Sciences,2009_2010,Monmouthshire,0.0
40220,Mathematics and Computing,funding_lq,Mathematics and Computing,2009_2010,Monmouthshire,0.0
40221,Medical Science,funding_lq,Medical Science,2009_2010,Monmouthshire,0.0
40222,Physics,funding_lq,Physics,2009_2010,Monmouthshire,0.0
40223,Social Sciences,funding_lq,Social Sciences,2009_2010,Monmouthshire,0.0
40224,Arts and Humanities,count_total,Arts and Humanities,2011_2012,Monmouthshire,0.0
40225,Engineering and Technology,count_total,Engineering and Technology,2011_2012,Monmouthshire,0.0
40226,Environmental Sciences,count_total,Environmental Sciences,2011_2012,Monmouthshire,0.0
40227,Life Sciences,count_total,Life Sciences,2011_2012,Monmouthshire,0.0
40228,Mathematics and Computing,count_total,Mathematics and Computing,2011_2012,Monmouthshire,0.0
40229,Medical Science,count_total,Medical Science,2011_2012,Monmouthshire,0.0
40230,Physics,count_total,Physics,2011_2012,Monmouthshire,0.0
40231,Social Sciences,count_total,Social Sciences,2011_2012,Monmouthshire,0.0
40232,Arts and Humanities,count_lq,Arts and Humanities,2011_2012,Monmouthshire,0.0
40233,Engineering and Technology,count_lq,Engineering and Technology,2011_2012,Monmouthshire,0.0
40234,Environmental Sciences,count_lq,Environmental Sciences,2011_2012,Monmouthshire,0.0
40235,Life Sciences,count_lq,Life Sciences,2011_2012,Monmouthshire,0.0
40236,Mathematics and Computing,count_lq,Mathematics and Computing,2011_2012,Monmouthshire,0.0
40237,Medical Science,count_lq,Medical Science,2011_2012,Monmouthshire,0.0
40238,Physics,count_lq,Physics,2011_2012,Monmouthshire,0.0
40239,Social Sciences,count_lq,Social Sciences,2011_2012,Monmouthshire,0.0
40240,Arts and Humanities,funding_total,Arts and Humanities,2011_2012,Monmouthshire,0.0
40241,Engineering and Technology,funding_total,Engineering and Technology,2011_2012,Monmouthshire,0.0
40242,Environmental Sciences,funding_total,Environmental Sciences,2011_2012,Monmouthshire,0.0
40243,Life Sciences,funding_total,Life Sciences,2011_2012,Monmouthshire,0.0
40244,Mathematics and Computing,funding_total,Mathematics and Computing,2011_2012,Monmouthshire,0.0
40245,Medical Science,funding_total,Medical Science,2011_2012,Monmouthshire,0.0
40246,Physics,funding_total,Physics,2011_2012,Monmouthshire,0.0
40247,Social Sciences,funding_total,Social Sciences,2011_2012,Monmouthshire,0.0
40248,Arts and Humanities,funding_lq,Arts and Humanities,2011_2012,Monmouthshire,0.0
40249,Engineering and Technology,funding_lq,Engineering and Technology,2011_2012,Monmouthshire,0.0
40250,Environmental Sciences,funding_lq,Environmental Sciences,2011_2012,Monmouthshire,0.0
40251,Life Sciences,funding_lq,Life Sciences,2011_2012,Monmouthshire,0.0
40252,Mathematics and Computing,funding_lq,Mathematics and Computing,2011_2012,Monmouthshire,0.0
40253,Medical Science,funding_lq,Medical Science,2011_2012,Monmouthshire,0.0
40254,Physics,funding_lq,Physics,2011_2012,Monmouthshire,0.0
40255,Social Sciences,funding_lq,Social Sciences,2011_2012,Monmouthshire,0.0
40256,Arts and Humanities,count_total,Arts and Humanities,2013_2014,Monmouthshire,0.0
40257,Engineering and Technology,count_total,Engineering and Technology,2013_2014,Monmouthshire,0.0
40258,Environmental Sciences,count_total,Environmental Sciences,2013_2014,Monmouthshire,0.0
40259,Life Sciences,count_total,Life Sciences,2013_2014,Monmouthshire,0.0
40260,Mathematics and Computing,count_total,Mathematics and Computing,2013_2014,Monmouthshire,0.0
40261,Medical Science,count_total,Medical Science,2013_2014,Monmouthshire,0.0
40262,Physics,count_total,Physics,2013_2014,Monmouthshire,0.0
40263,Social Sciences,count_total,Social Sciences,2013_2014,Monmouthshire,0.0
40264,Arts and Humanities,count_lq,Arts and Humanities,2013_2014,Monmouthshire,0.0
40265,Engineering and Technology,count_lq,Engineering and Technology,2013_2014,Monmouthshire,0.0
40266,Environmental Sciences,count_lq,Environmental Sciences,2013_2014,Monmouthshire,0.0
40267,Life Sciences,count_lq,Life Sciences,2013_2014,Monmouthshire,0.0
40268,Mathematics and Computing,count_lq,Mathematics and Computing,2013_2014,Monmouthshire,0.0
40269,Medical Science,count_lq,Medical Science,2013_2014,Monmouthshire,0.0
40270,Physics,count_lq,Physics,2013_2014,Monmouthshire,0.0
40271,Social Sciences,count_lq,Social Sciences,2013_2014,Monmouthshire,0.0
40272,Arts and Humanities,funding_total,Arts and Humanities,2013_2014,Monmouthshire,0.0
40273,Engineering and Technology,funding_total,Engineering and Technology,2013_2014,Monmouthshire,0.0
40274,Environmental Sciences,funding_total,Environmental Sciences,2013_2014,Monmouthshire,0.0
40275,Life Sciences,funding_total,Life Sciences,2013_2014,Monmouthshire,0.0
40276,Mathematics and Computing,funding_total,Mathematics and Computing,2013_2014,Monmouthshire,0.0
40277,Medical Science,funding_total,Medical Science,2013_2014,Monmouthshire,0.0
40278,Physics,funding_total,Physics,2013_2014,Monmouthshire,0.0
40279,Social Sciences,funding_total,Social Sciences,2013_2014,Monmouthshire,0.0
40280,Arts and Humanities,funding_lq,Arts and Humanities,2013_2014,Monmouthshire,0.0
40281,Engineering and Technology,funding_lq,Engineering and Technology,2013_2014,Monmouthshire,0.0
40282,Environmental Sciences,funding_lq,Environmental Sciences,2013_2014,Monmouthshire,0.0
40283,Life Sciences,funding_lq,Life Sciences,2013_2014,Monmouthshire,0.0
40284,Mathematics and Computing,funding_lq,Mathematics and Computing,2013_2014,Monmouthshire,0.0
40285,Medical Science,funding_lq,Medical Science,2013_2014,Monmouthshire,0.0
40286,Physics,funding_lq,Physics,2013_2014,Monmouthshire,0.0
40287,Social Sciences,funding_lq,Social Sciences,2013_2014,Monmouthshire,0.0
40288,Arts and Humanities,count_total,Arts and Humanities,2015_2016,Monmouthshire,0.0
40289,Engineering and Technology,count_total,Engineering and Technology,2015_2016,Monmouthshire,0.0
40290,Environmental Sciences,count_total,Environmental Sciences,2015_2016,Monmouthshire,0.0
40291,Life Sciences,count_total,Life Sciences,2015_2016,Monmouthshire,0.0
40292,Mathematics and Computing,count_total,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40293,Medical Science,count_total,Medical Science,2015_2016,Monmouthshire,0.0
40294,Physics,count_total,Physics,2015_2016,Monmouthshire,0.0
40295,Social Sciences,count_total,Social Sciences,2015_2016,Monmouthshire,0.0
40296,Arts and Humanities,count_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40297,Engineering and Technology,count_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40298,Environmental Sciences,count_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40299,Life Sciences,count_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40300,Mathematics and Computing,count_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40301,Medical Science,count_lq,Medical Science,2015_2016,Monmouthshire,0.0
40302,Physics,count_lq,Physics,2015_2016,Monmouthshire,0.0
40303,Social Sciences,count_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40304,Arts and Humanities,funding_total,Arts and Humanities,2015_2016,Monmouthshire,0.0
40305,Engineering and Technology,funding_total,Engineering and Technology,2015_2016,Monmouthshire,0.0
40306,Environmental Sciences,funding_total,Environmental Sciences,2015_2016,Monmouthshire,0.0
40307,Life Sciences,funding_total,Life Sciences,2015_2016,Monmouthshire,0.0
40308,Mathematics and Computing,funding_total,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40309,Medical Science,funding_total,Medical Science,2015_2016,Monmouthshire,0.0
40310,Physics,funding_total,Physics,2015_2016,Monmouthshire,0.0
40311,Social Sciences,funding_total,Social Sciences,2015_2016,Monmouthshire,0.0
40312,Arts and Humanities,funding_lq,Arts and Humanities,2015_2016,Monmouthshire,0.0
40313,Engineering and Technology,funding_lq,Engineering and Technology,2015_2016,Monmouthshire,0.0
40314,Environmental Sciences,funding_lq,Environmental Sciences,2015_2016,Monmouthshire,0.0
40315,Life Sciences,funding_lq,Life Sciences,2015_2016,Monmouthshire,0.0
40316,Mathematics and Computing,funding_lq,Mathematics and Computing,2015_2016,Monmouthshire,0.0
40317,Medical Science,funding_lq,Medical Science,2015_2016,Monmouthshire,0.0
40318,Physics,funding_lq,Physics,2015_2016,Monmouthshire,0.0
40319,Social Sciences,funding_lq,Social Sciences,2015_2016,Monmouthshire,0.0
40320,ageing,count_total,Medical Science,2007_2008,Newport,0.0
40321,agriculture_plant_biology_entomology,count_total,Life Sciences,2007_2008,Newport,0.0
40322,applications_devices_users,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40323,archaeology,count_total,Arts and Humanities,2007_2008,Newport,0.0
40324,architecture_spatial,count_total,Arts and Humanities,2007_2008,Newport,0.0
40325,astronomy,count_total,Physics,2007_2008,Newport,0.0
40326,astrophysics,count_total,Physics,2007_2008,Newport,0.0
40327,bio_informatics,count_total,Life Sciences,2007_2008,Newport,0.0
40328,biopharmaceuticals,count_total,Life Sciences,2007_2008,Newport,0.0
40329,bones_muscles,count_total,Life Sciences,2007_2008,Newport,0.0
40330,carbon_greenhouse_pollution,count_total,Environmental Sciences,2007_2008,Newport,0.0
40331,cells_cancer,count_total,Medical Science,2007_2008,Newport,0.0
40332,cellular_biology_cancer,count_total,Life Sciences,2007_2008,Newport,0.0
40333,chemistry_biochemistry,count_total,Engineering and Technology,2007_2008,Newport,0.0
40334,classic_religious_history,count_total,Arts and Humanities,2007_2008,Newport,0.0
40335,climate_science,count_total,Environmental Sciences,2007_2008,Newport,0.0
40336,cognition_&_audio,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40337,computer_science,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40338,computer_vision,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40339,cosmology,count_total,Physics,2007_2008,Newport,0.0
40340,criminology_violence,count_total,Social Sciences,2007_2008,Newport,0.0
40341,cyber_security,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40342,data_methods,count_total,Medical Science,2007_2008,Newport,0.0
40343,design_&_heritage,count_total,Arts and Humanities,2007_2008,Newport,0.0
40344,development_studies,count_total,Social Sciences,2007_2008,Newport,0.0
40345,disease_infection_health,count_total,Medical Science,2007_2008,Newport,0.0
40346,drug_tests,count_total,Medical Science,2007_2008,Newport,0.0
40347,economics,count_total,Social Sciences,2007_2008,Newport,0.0
40348,ecosystems,count_total,Environmental Sciences,2007_2008,Newport,0.0
40349,education,count_total,Social Sciences,2007_2008,Newport,0.0
40350,electronics_transistors,count_total,Engineering and Technology,2007_2008,Newport,0.0
40351,energy_environmental,count_total,Engineering and Technology,2007_2008,Newport,0.0
40352,energy_transport_technology,count_total,Engineering and Technology,2007_2008,Newport,0.0
40353,environment,count_total,Social Sciences,2007_2008,Newport,0.0
40354,environmental_policy,count_total,Environmental Sciences,2007_2008,Newport,0.0
40355,epidemiology_immunology,count_total,Life Sciences,2007_2008,Newport,0.0
40356,evidence_for_policy,count_total,Social Sciences,2007_2008,Newport,0.0
40357,experiments,count_total,Medical Science,2007_2008,Newport,0.0
40358,gender_sexuality,count_total,Social Sciences,2007_2008,Newport,0.0
40359,genetics,count_total,Medical Science,2007_2008,Newport,0.0
40360,geology,count_total,Environmental Sciences,2007_2008,Newport,0.0
40361,health_interventions_policy,count_total,Medical Science,2007_2008,Newport,0.0
40362,health_social_issues,count_total,Arts and Humanities,2007_2008,Newport,0.0
40363,hidrology,count_total,Environmental Sciences,2007_2008,Newport,0.0
40364,imaging,count_total,Life Sciences,2007_2008,Newport,0.0
40365,industrial_application,count_total,Life Sciences,2007_2008,Newport,0.0
40366,ionisation_plasma,count_total,Engineering and Technology,2007_2008,Newport,0.0
40367,law,count_total,Social Sciences,2007_2008,Newport,0.0
40368,linguistics,count_total,Arts and Humanities,2007_2008,Newport,0.0
40369,literature,count_total,Arts and Humanities,2007_2008,Newport,0.0
40370,management,count_total,Social Sciences,2007_2008,Newport,0.0
40371,materials,count_total,Engineering and Technology,2007_2008,Newport,0.0
40372,mathematics,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40373,media_performance,count_total,Arts and Humanities,2007_2008,Newport,0.0
40374,medieval_modern_history,count_total,Arts and Humanities,2007_2008,Newport,0.0
40375,migration_colonial_history,count_total,Arts and Humanities,2007_2008,Newport,0.0
40376,military_history,count_total,Arts and Humanities,2007_2008,Newport,0.0
40377,minerals_fuels,count_total,Environmental Sciences,2007_2008,Newport,0.0
40378,modelling_&_sensors,count_total,Environmental Sciences,2007_2008,Newport,0.0
40379,modelling_measurement,count_total,Mathematics and Computing,2007_2008,Newport,1.0
40380,networks,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40381,neurology,count_total,Medical Science,2007_2008,Newport,0.0
40382,neuroscience,count_total,Life Sciences,2007_2008,Newport,0.0
40383,nutrition_health,count_total,Life Sciences,2007_2008,Newport,0.0
40384,obesity_metabolism,count_total,Medical Science,2007_2008,Newport,0.0
40385,particle_physics,count_total,Physics,2007_2008,Newport,0.0
40386,philosophy,count_total,Arts and Humanities,2007_2008,Newport,0.0
40387,photonics_imaging_quantum,count_total,Engineering and Technology,2007_2008,Newport,0.0
40388,political_history,count_total,Arts and Humanities,2007_2008,Newport,0.0
40389,prosthetics_robotics_health,count_total,Engineering and Technology,2007_2008,Newport,0.0
40390,psychiatry_mental_health,count_total,Medical Science,2007_2008,Newport,0.0
40391,psychology,count_total,Social Sciences,2007_2008,Newport,0.0
40392,public_engagement_infrastructure,count_total,Physics,2007_2008,Newport,0.0
40393,reproduction_fertility,count_total,Medical Science,2007_2008,Newport,0.0
40394,respiratory_system,count_total,Medical Science,2007_2008,Newport,0.0
40395,robotics_cybernetics,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40396,security,count_total,Engineering and Technology,2007_2008,Newport,0.0
40397,sensors_data_telescopy,count_total,Physics,2007_2008,Newport,0.0
40398,social_care,count_total,Social Sciences,2007_2008,Newport,0.0
40399,social_history,count_total,Arts and Humanities,2007_2008,Newport,0.0
40400,social_history_identity,count_total,Arts and Humanities,2007_2008,Newport,0.0
40401,sociology,count_total,Social Sciences,2007_2008,Newport,0.0
40402,statistics_data_analysis,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40403,surgert_cardiology,count_total,Medical Science,2007_2008,Newport,0.0
40404,systems_infrastructure,count_total,Engineering and Technology,2007_2008,Newport,0.0
40405,theoretical_physics,count_total,Physics,2007_2008,Newport,0.0
40406,transport_communications,count_total,Mathematics and Computing,2007_2008,Newport,0.0
40407,visual,count_total,Arts and Humanities,2007_2008,Newport,0.0
40408,ageing,count_lq,Medical Science,2007_2008,Newport,0.0
40409,agriculture_plant_biology_entomology,count_lq,Life Sciences,2007_2008,Newport,0.0
40410,applications_devices_users,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40411,archaeology,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40412,architecture_spatial,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40413,astronomy,count_lq,Physics,2007_2008,Newport,0.0
40414,astrophysics,count_lq,Physics,2007_2008,Newport,0.0
40415,bio_informatics,count_lq,Life Sciences,2007_2008,Newport,0.0
40416,biopharmaceuticals,count_lq,Life Sciences,2007_2008,Newport,0.0
40417,bones_muscles,count_lq,Life Sciences,2007_2008,Newport,0.0
40418,carbon_greenhouse_pollution,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40419,cells_cancer,count_lq,Medical Science,2007_2008,Newport,0.0
40420,cellular_biology_cancer,count_lq,Life Sciences,2007_2008,Newport,0.0
40421,chemistry_biochemistry,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40422,classic_religious_history,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40423,climate_science,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40424,cognition_&_audio,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40425,computer_science,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40426,computer_vision,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40427,cosmology,count_lq,Physics,2007_2008,Newport,0.0
40428,criminology_violence,count_lq,Social Sciences,2007_2008,Newport,0.0
40429,cyber_security,count_lq,Mathematics and Computing,2007_2008,Newport,0.0
40430,data_methods,count_lq,Medical Science,2007_2008,Newport,0.0
40431,design_&_heritage,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40432,development_studies,count_lq,Social Sciences,2007_2008,Newport,0.0
40433,disease_infection_health,count_lq,Medical Science,2007_2008,Newport,0.0
40434,drug_tests,count_lq,Medical Science,2007_2008,Newport,0.0
40435,economics,count_lq,Social Sciences,2007_2008,Newport,0.0
40436,ecosystems,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40437,education,count_lq,Social Sciences,2007_2008,Newport,0.0
40438,electronics_transistors,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40439,energy_environmental,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40440,energy_transport_technology,count_lq,Engineering and Technology,2007_2008,Newport,0.0
40441,environment,count_lq,Social Sciences,2007_2008,Newport,0.0
40442,environmental_policy,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40443,epidemiology_immunology,count_lq,Life Sciences,2007_2008,Newport,0.0
40444,evidence_for_policy,count_lq,Social Sciences,2007_2008,Newport,0.0
40445,experiments,count_lq,Medical Science,2007_2008,Newport,0.0
40446,gender_sexuality,count_lq,Social Sciences,2007_2008,Newport,0.0
40447,genetics,count_lq,Medical Science,2007_2008,Newport,0.0
40448,geology,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40449,health_interventions_policy,count_lq,Medical Science,2007_2008,Newport,0.0
40450,health_social_issues,count_lq,Arts and Humanities,2007_2008,Newport,0.0
40451,hidrology,count_lq,Environmental Sciences,2007_2008,Newport,0.0
40452,imaging,count_lq,Life Sciences,2007_2008,Newport,0.0
40453,industrial_application,count_lq,Life Sciences,2007_2008,Newport,0.0
40454,ionisation_plasma,count_lq,Engineering and Technology,2007_2008,Newport,0.0
